name,lat,lon,population,state
Catawba,35.662,-81.2151,159852,NC
Orange,36.0611,-79.1207,147376,NC
Rowan,35.6394,-80.5247,145784,NC
Randolph,35.7103,-79.806,143735,NC
Brunswick,34.071,-78.2377,133789,NC
Harnett,35.3688,-78.8693,133074,NC
Robeson,34.6402,-79.1039,118836,NC
Wayne,35.364,-78.004,117692,NC
Henderson,35.3363,-82.48,115613,NC
Craven,35.1249,-77.0939,101405,NC
Cleveland,35.3341,-81.5555,98898,NC
Moore,35.3106,-79.4814,98618,NC
Nash,35.9673,-77.9864,94628,NC
Rockingham,36.396,-79.775,90903,NC
Burke,35.7496,-81.7048,87829,NC
Lincoln,35.4856,-81.2235,85670,NC
Caldwell,35.953,-81.5464,80705,NC
Wilson,35.7051,-77.9187,78844,NC
Chatham,35.7026,-79.2553,75070,NC
Surry,36.4146,-80.688,71439,NC
Carteret,34.8357,-76.6589,67944,NC
Franklin,36.0827,-78.2857,67598,NC
Wilkes,36.2062,-81.163,66335,NC
Rutherford,35.4026,-81.9198,64592,NC
Lee,35.4752,-79.1715,62676,NC
Stanly,35.3119,-80.251,62148,NC
Haywood,35.556,-82.9822,61695,NC
Granville,36.304,-78.6527,60854,NC
Pender,34.5248,-77.9051,59964,NC
Sampson,34.9916,-78.3714,59468,NC
Lenoir,35.2388,-77.6412,55344,NC
Watauga,36.2311,-81.6964,54077,NC
Hoke,35.0175,-79.2373,52169,NC
Columbus,34.2656,-78.655,51474,NC
Duplin,34.9365,-77.933,49836,NC
Edgecombe,35.9129,-77.5971,49609,NC
Halifax,36.2574,-77.6517,49291,NC
Beaufort,35.494,-76.8598,44898,NC
Stokes,36.4019,-80.2397,44588,NC
McDowell,35.6817,-82.0493,44527,NC
Richmond,35.0059,-79.7479,43301,NC
Jackson,35.2876,-83.1408,42983,NC
Vance,36.3649,-78.4079,42650,NC
Davie,35.9291,-80.5445,42543,NC
Pasquotank,36.2955,-76.284,40240,NC
Person,36.39,-78.9718,38999,NC
Yadkin,36.1605,-80.6652,37198,NC
Dare,35.7805,-75.7982,36718,NC
Macon,35.1505,-83.4222,36532,NC
Alexander,35.921,-81.177,36491,NC
Scotland,34.8409,-79.4804,34345,NC
Transylvania,35.2021,-82.7982,32979,NC
Bladen,34.6146,-78.5637,30105,NC
Cherokee,35.1339,-84.0635,28515,NC
Currituck,36.4031,-76.0059,27575,NC
Ashe,36.4341,-81.5003,26598,NC
Montgomery,35.3325,-79.9055,25891,NC
Caswell,36.3932,-79.3335,22785,NC
Anson,34.9738,-80.1027,22388,NC
Martin,35.8432,-77.1092,22213,NC
Hertford,36.3591,-76.982,22010,NC
Madison,35.858,-82.7058,21269,NC
Greene,35.485,-77.6758,20524,NC
Polk,35.2793,-82.1697,19413,NC
Warren,36.3965,-78.1067,18889,NC
Yancey,35.8989,-82.3076,18357,NC
Bertie,36.0662,-76.9787,18105,NC
Northampton,36.4178,-77.3969,17917,NC
Avery,36.0765,-81.9226,17747,NC
Mitchell,36.0133,-82.1636,14951,NC
Swain,35.4868,-83.4928,14166,NC
Chowan,36.1508,-76.6079,13796,NC
Perquimans,36.2059,-76.4411,13002,NC
Pamlico,35.1435,-76.7407,12293,NC
Washington,35.8226,-76.5775,11183,NC
Clay,35.0572,-83.7502,10997,NC
Alleghany,36.4916,-81.1271,10910,NC
Gates,36.4449,-76.7005,10584,NC
Camden,36.3877,-76.2064,10353,NC
Jones,35.0217,-77.3552,9326,NC
Graham,35.3502,-83.8335,8089,NC
Hyde,35.5305,-76.2509,4697,NC
Tyrrell,35.8172,-76.209,3436,NC
Cass,46.933,-97.248,182992,ND
Burleigh,46.9774,-100.4687,97895,ND
Grand Forks,47.9219,-97.4569,73101,ND
Ward,48.2217,-101.5418,69686,ND
Williams,48.3437,-103.4802,38460,ND
Morton,46.7161,-101.2811,32916,ND
Stark,46.8107,-102.6551,32710,ND
Stutsman,46.9793,-98.9588,21678,ND
Richland,46.2646,-96.9483,16546,ND
McKenzie,47.7402,-103.3953,13762,ND
Rolette,48.7725,-99.8409,12508,ND
Ramsey,48.2689,-98.7201,11638,ND
Barnes,46.9361,-98.0716,10869,ND
Walsh,48.3695,-97.7213,10631,ND
McLean,47.6069,-101.3218,9788,ND
Mountrail,48.2013,-102.3557,9717,ND
Mercer,47.3092,-101.8315,8405,ND
Traill,47.4542,-97.1616,8008,ND
Pembina,48.7675,-97.5518,6912,ND
Bottineau,48.7922,-100.8333,6442,ND
Benson,48.0694,-99.366,6090,ND
Ransom,46.4562,-97.6574,5679,ND
McHenry,48.2346,-100.6363,5420,ND
Dickey,46.1102,-98.5047,5013,ND
LaMoure,46.4569,-98.5355,4173,ND
Dunn,47.3568,-102.6182,4054,ND
Pierce,48.2496,-99.9718,4038,ND
Wells,47.5875,-99.661,4031,ND
Sioux,46.1127,-101.0404,3993,ND
Sargent,46.1078,-97.6306,3839,ND
Cavalier,48.7723,-98.4648,3725,ND
Foster,47.4571,-98.883,3396,ND
Emmons,46.2851,-100.2387,3316,ND
Nelson,47.9217,-98.192,3035,ND
Bowman,46.1126,-103.5206,3024,ND
McIntosh,46.1118,-99.4412,2568,ND
Hettinger,46.4325,-102.4603,2502,ND
Kidder,46.9801,-99.7801,2397,ND
Eddy,47.7176,-98.9016,2378,ND
Grant,46.3583,-101.6397,2351,ND
Renville,48.719,-101.6578,2328,ND
Griggs,47.4573,-98.237,2242,ND
Adams,46.0968,-102.5284,2237,ND
Divide,48.8149,-103.4872,2196,ND
Towner,48.6855,-99.2457,2190,ND
Burke,48.791,-102.5182,2177,ND
Steele,47.4562,-97.7246,1870,ND
Oliver,47.1153,-101.3403,1850,ND
Logan,46.4573,-99.4774,1814,ND
Golden Valley,46.9402,-103.8466,1812,ND
Sheridan,47.5755,-100.3456,1328,ND
Billings,47.0236,-103.3763,839,ND
Slope,46.4472,-103.4599,775,ND
Franklin,39.9695,-83.0093,1313598,OH
Cuyahoga,41.4243,-81.6586,1263667,OH
Hamilton,39.1955,-84.5428,826790,OH
Summit,41.126,-81.5322,540567,OH
Montgomery,39.7547,-84.2907,536136,OH
Lucas,41.6197,-83.6588,431212,OH
Butler,39.4386,-84.5756,387830,OH
Stark,40.8139,-81.3656,374712,OH
Lorain,41.2957,-82.151,311737,OH
Warren,39.4277,-84.1668,239556,OH
Lake,41.6963,-81.2373,232202,OH
Mahoning,41.0146,-80.7763,229044,OH
Delaware,40.2784,-83.0049,211121,OH
Clermont,39.0476,-84.1517,207650,OH
Trumbull,41.3172,-80.7611,202199,OH
Medina,41.1176,-81.8997,181448,OH
Licking,40.0916,-82.4831,177454,OH
Greene,39.6915,-83.8899,167043,OH
Portage,41.1677,-81.1974,161897,OH
Fairfield,39.7516,-82.6306,157622,OH
Clark,39.9168,-83.7838,136032,OH
Wood,41.3617,-83.623,131930,OH
Richland,40.7747,-82.5365,124504,OH
Wayne,40.8289,-81.888,116858,OH
Miami,40.0535,-84.2289,107899,OH
Allen,40.7715,-84.1058,102462,OH
Columbiana,40.7684,-80.7772,102331,OH
Ashtabula,41.7074,-80.7483,97869,OH
Geauga,41.4996,-81.1786,95408,OH
Tuscarawas,40.4409,-81.4738,93025,OH
Muskingum,39.9654,-81.9444,86346,OH
Ross,39.3376,-83.057,77205,OH
Erie,41.3641,-82.6194,75560,OH
Hancock,41.0019,-83.6665,75139,OH
Scioto,38.8039,-82.9929,74392,OH
Belmont,40.0158,-80.9885,67077,OH
Jefferson,40.385,-80.761,65620,OH
Marion,40.5872,-83.1609,65515,OH
Athens,39.3339,-82.0452,62933,OH
Knox,40.3988,-82.4215,62399,OH
Union,40.2994,-83.3716,61769,OH
Washington,39.4553,-81.4953,59942,OH
Sandusky,41.3562,-83.1464,59013,OH
Huron,41.1463,-82.598,58583,OH
Lawrence,38.5984,-82.5368,58570,OH
Pickaway,39.6419,-83.0244,58458,OH
Seneca,41.1239,-83.1277,55166,OH
Ashland,40.846,-82.2707,52658,OH
Darke,40.1333,-84.6194,51839,OH
Shelby,40.3316,-84.2048,48307,OH
Auglaize,40.5609,-84.2217,46282,OH
Logan,40.3885,-83.7658,45997,OH
Holmes,40.5612,-81.9293,44166,OH
Madison,39.894,-83.4002,43947,OH
Brown,38.9338,-83.8673,43694,OH
Highland,39.1847,-83.601,43162,OH
Fulton,41.6018,-84.1301,42709,OH
Mercer,40.5399,-84.6294,42154,OH
Clinton,39.4149,-83.8084,42046,OH
Crawford,40.8508,-82.9198,41939,OH
Preble,39.7415,-84.648,41027,OH
Ottawa,41.5378,-83.1434,40479,OH
Champaign,40.1377,-83.7695,38678,OH
Guernsey,40.052,-81.4943,38542,OH
Defiance,41.3239,-84.4905,38329,OH
Williams,41.5603,-84.5882,37026,OH
Coshocton,40.3017,-81.92,36621,OH
Perry,39.7371,-82.2361,35439,OH
Morrow,40.5241,-82.7941,34892,OH
Putnam,41.0221,-84.1317,34395,OH
Jackson,39.0196,-82.6184,32531,OH
Hardin,40.6616,-83.6595,30738,OH
Gallia,38.8247,-82.3169,29369,OH
Fayette,39.5599,-83.4561,28897,OH
Van Wert,40.8554,-84.5861,28808,OH
Hocking,39.4971,-82.4792,28180,OH
Henry,41.3339,-84.0682,27618,OH
Adams,38.8455,-83.4721,27564,OH
Pike,39.0773,-83.0668,27271,OH
Carroll,40.5796,-81.0897,26866,OH
Meigs,39.0822,-82.0229,22361,OH
Wyandot,40.8424,-83.3044,21933,OH
Paulding,41.1166,-84.5802,18858,OH
Harrison,40.2938,-81.0911,14623,OH
Noble,39.7659,-81.4556,14166,OH
Morgan,39.6204,-81.8527,13955,OH
Monroe,39.7274,-81.0829,13514,OH
Vinton,39.251,-82.4853,12853,OH
Oklahoma,35.5515,-97.4072,790938,OK
Tulsa,36.1211,-95.9415,664084,OK
Cleveland,35.2031,-97.3265,292110,OK
Canadian,35.5424,-97.9824,151174,OK
Comanche,34.6621,-98.4717,121502,OK
Rogers,36.3715,-95.6043,94637,OK
Payne,36.0773,-96.9756,81817,OK
Wagoner,35.9611,-95.5212,80509,OK
Pottawatomie,35.2066,-96.9484,72331,OK
Creek,35.9026,-96.3709,71879,OK
Muskogee,35.6161,-95.3795,66881,OK
Garfield,36.3791,-97.7827,62628,OK
Grady,35.0169,-97.8841,54739,OK
Washington,36.7152,-95.9044,52382,OK
Logan,35.9193,-97.4433,49005,OK
Le Flore,34.9003,-94.7034,48436,OK
Carter,34.2509,-97.2858,48102,OK
Cherokee,35.9067,-94.9997,47307,OK
Osage,36.6292,-96.3985,46140,OK
Bryan,33.9623,-96.2598,45809,OK
Kay,36.818,-97.1439,44019,OK
Pittsburg,34.9239,-95.7484,43836,OK
Stephens,34.4856,-97.8515,42983,OK
McClain,35.0093,-97.4443,41258,OK
Delaware,36.4082,-94.8026,40688,OK
Sequoyah,35.4953,-94.7552,39652,OK
Mayes,36.3019,-95.2307,39303,OK
Pontotoc,34.728,-96.6844,38102,OK
Okmulgee,35.6466,-95.9643,37046,OK
Lincoln,35.703,-96.8809,33650,OK
McCurtain,34.1154,-94.7713,31112,OK
Ottawa,36.8355,-94.8104,30568,OK
Custer,35.6388,-99.0015,28564,OK
Caddo,35.1744,-98.3751,27253,OK
Garvin,34.7046,-97.3093,25949,OK
Jackson,34.588,-99.4148,24960,OK
Seminole,35.1675,-96.6155,23798,OK
Beckham,35.2687,-99.682,22349,OK
Texas,36.7479,-101.4901,21448,OK
Woodward,36.4227,-99.2651,20591,OK
Adair,35.8839,-94.6587,19839,OK
McIntosh,35.3736,-95.6668,19105,OK
Pawnee,36.3169,-96.6992,15687,OK
Marshall,34.0245,-96.7691,15361,OK
Kingfisher,35.9454,-97.9421,15272,OK
Choctaw,34.0266,-95.5522,14307,OK
Craig,36.7618,-95.2085,14172,OK
Atoka,34.3736,-96.0378,14080,OK
Murray,34.4823,-97.0679,13874,OK
Hughes,35.0484,-96.2502,13406,OK
Haskell,35.2248,-95.1166,11711,OK
Okfuskee,35.4655,-96.3228,11444,OK
Noble,36.3886,-97.2305,11020,OK
Washita,35.2904,-98.9922,11014,OK
Pushmataha,34.4162,-95.3759,10891,OK
Johnston,34.3165,-96.6606,10446,OK
Love,33.9499,-97.2441,10105,OK
Latimer,34.876,-95.2504,9555,OK
Nowata,36.7985,-95.6174,9484,OK
Blaine,35.8752,-98.4334,8799,OK
Woods,36.7669,-98.8651,8731,OK
Kiowa,34.9164,-98.9809,8518,OK
Major,36.3116,-98.5359,7753,OK
Tillman,34.3728,-98.9242,7070,OK
Alfalfa,36.731,-98.324,5744,OK
Cotton,34.2902,-98.3722,5603,OK
Greer,34.9357,-99.5608,5548,OK
Jefferson,34.111,-97.8358,5491,OK
Coal,34.5882,-96.2978,5294,OK
Beaver,36.7497,-100.4768,5100,OK
Dewey,35.9876,-99.0079,4548,OK
Grant,36.7961,-97.7861,4166,OK
Ellis,36.2184,-99.7546,3813,OK
Roger Mills,35.6883,-99.6958,3477,OK
Harper,36.7888,-99.6673,3358,OK
Harmon,34.7441,-99.8462,2540,OK
Cimarron,36.7483,-102.5178,2271,OK
Multnomah,45.5468,-122.4148,810011,OR
Washington,45.56,-123.0984,596969,OR
Clackamas,45.188,-122.2209,418577,OR
Lane,43.9386,-122.848,380532,OR
Marion,44.9033,-122.5845,344037,OR
Jackson,42.4322,-122.7285,221662,OR
Deschutes,43.915,-121.2281,194964,OR
Linn,44.4886,-122.5343,127200,OR
Douglas,43.2797,-123.1665,110680,OR
Yamhill,45.2326,-123.3081,107024,OR
Benton,44.4918,-123.4293,94667,OR
Josephine,42.3655,-123.5555,87686,OR
Polk,44.9035,-123.4132,86347,OR
Umatilla,45.5919,-118.7369,79509,OR
Klamath,42.6864,-121.6502,68899,OR
Coos,43.1742,-124.0594,64619,OR
Columbia,45.9438,-123.0883,52381,OR
Lincoln,44.642,-123.8682,49866,OR
Clatsop,45.995,-123.6557,40720,OR
Malheur,43.1934,-117.6232,31313,OR
Tillamook,45.4637,-123.7127,27129,OR
Wasco,45.16,-121.1679,26603,OR
Union,45.3102,-118.0088,26255,OR
Crook,44.1422,-120.3566,24300,OR
Jefferson,44.6294,-121.176,24232,OR
Hood River,45.519,-121.6511,23915,OR
Curry,42.4576,-124.1568,23234,OR
Baker,44.7091,-117.6753,16539,OR
Morrow,45.419,-119.5844,11964,OR
Lake,42.7934,-120.3874,8119,OR
Harney,43.0641,-118.968,7454,OR
Wallowa,45.5799,-117.181,7330,OR
Grant,44.4916,-119.0073,7225,OR
Gilliam,45.3783,-120.2108,1954,OR
Sherman,45.4052,-120.6894,1784,OR
Wheeler,44.7261,-120.0275,1477,OR
Philadelphia,40.0077,-75.1339,1596865,PA
Allegheny,40.4688,-79.9812,1246116,PA
Montgomery,40.2108,-75.3673,850890,PA
Bucks,40.337,-75.1069,643872,PA
Delaware,39.9167,-75.3991,573883,PA
Lancaster,40.0424,-76.2477,550480,PA
Chester,39.9731,-75.7484,531704,PA
York,39.92,-76.7265,454605,PA
Berks,40.4163,-75.926,426967,PA
Lehigh,40.6127,-75.5923,372492,PA
Westmoreland,40.3109,-79.4668,355107,PA
Luzerne,41.177,-75.9892,324825,PA
Northampton,40.7542,-75.3076,311359,PA
Dauphin,40.4154,-76.7795,284199,PA
Erie,41.9925,-80.0327,271903,PA
Cumberland,40.1636,-77.2655,257333,PA
Lackawanna,41.4367,-75.6092,215529,PA
Washington,40.1894,-80.2483,209090,PA
Butler,40.912,-79.9133,192561,PA
Beaver,40.6823,-80.3493,168260,PA
Monroe,41.0581,-75.3395,168128,PA
Centre,40.9193,-77.8199,158879,PA
Franklin,39.9274,-77.7213,155592,PA
Schuylkill,40.7058,-76.216,143308,PA
Lebanon,40.3672,-76.4577,142486,PA
Cambria,40.4952,-78.7135,134048,PA
Fayette,39.9201,-79.6474,129443,PA
Blair,40.4811,-78.3484,123132,PA
Lycoming,41.3434,-77.0645,114274,PA
Mercer,41.3022,-80.2577,111216,PA
Adams,39.8715,-77.2179,103782,PA
Northumberland,40.852,-76.7095,91853,PA
Lawrence,40.9912,-80.3347,86311,PA
Crawford,41.6847,-80.1062,84495,PA
Indiana,40.652,-79.0876,83620,PA
Clearfield,41.0,-78.4742,80667,PA
Somerset,39.9725,-79.0283,74331,PA
Armstrong,40.8121,-79.4646,65967,PA
Columbia,41.0486,-76.4052,65013,PA
Carbon,40.9182,-75.7088,64792,PA
Bradford,41.7887,-76.5154,60233,PA
Pike,41.332,-75.0338,58345,PA
Wayne,41.6487,-75.3033,51244,PA
Venango,41.401,-79.758,50810,PA
Bedford,40.0065,-78.4903,47729,PA
Mifflin,40.6104,-77.617,46156,PA
Perry,40.3984,-77.2623,45879,PA
Jefferson,41.1282,-78.9994,44491,PA
Huntingdon,40.417,-77.9812,44458,PA
Union,40.963,-77.0622,43094,PA
Tioga,41.7722,-77.2543,41089,PA
McKean,41.8076,-78.569,40652,PA
Snyder,40.7698,-77.0702,39877,PA
Susquehanna,41.8214,-75.8007,38892,PA
Warren,41.8145,-79.2741,38791,PA
Clinton,41.2341,-77.6382,37824,PA
Clarion,41.1924,-79.421,37571,PA
Greene,39.8538,-80.2229,36248,PA
Elk,41.4251,-78.6491,31037,PA
Wyoming,41.5184,-76.0164,26389,PA
Juniata,40.5311,-77.4022,23607,PA
Montour,41.0279,-76.6586,18198,PA
Potter,41.7449,-77.8958,16478,PA
Fulton,39.9254,-78.1127,14529,PA
Forest,41.513,-79.236,7121,PA
Sullivan,41.4462,-76.5122,5935,PA
Cameron,41.4367,-78.204,4596,PA
Providence,41.8721,-71.58,656672,RI
Kent,41.6722,-71.593,169345,RI
Washington,41.4697,-71.6226,129735,RI
Newport,41.5566,-71.2365,85525,RI
Bristol,41.7173,-71.284,50672,RI
Greenville,34.8941,-82.3706,519178,SC
Richland,34.0218,-80.9031,414719,SC
Charleston,32.8346,-79.9531,404946,SC
Horry,33.9214,-78.9966,344865,SC
Spartanburg,34.9309,-81.9908,322864,SC
Lexington,33.9023,-81.2722,291723,SC
York,34.9748,-81.1845,276569,SC
Berkeley,33.1973,-79.9522,224806,SC
Anderson,34.5193,-82.6378,202223,SC
Beaufort,32.3855,-80.7302,186007,SC
Aiken,33.5443,-81.6347,168045,SC
Dorchester,33.0793,-80.4067,160180,SC
Florence,34.0245,-79.703,137276,SC
Pickens,34.8873,-82.7253,129617,SC
Sumter,33.9162,-80.3822,105537,SC
Lancaster,34.6867,-80.7054,94653,SC
Orangeburg,33.439,-80.8003,84909,SC
Oconee,34.7535,-83.0659,77932,SC
Greenwood,34.1537,-82.1259,69338,SC
Laurens,34.4834,-82.0057,67148,SC
Kershaw,34.3388,-80.5902,64989,SC
Darlington,34.3325,-79.9577,63433,SC
Georgetown,33.4342,-79.3324,62992,SC
Cherokee,35.0481,-81.6206,56204,SC
Chesterfield,34.6398,-80.1587,43655,SC
Colleton,32.8636,-80.6669,38520,SC
Newberry,34.2898,-81.6001,37842,SC
Chester,34.692,-81.1595,32273,SC
Clarendon,33.6658,-80.2164,31613,SC
Williamsburg,33.6199,-79.7277,31279,SC
Marion,34.0801,-79.3625,29585,SC
Dillon,34.3915,-79.3789,28527,SC
Jasper,32.4374,-81.0317,28363,SC
Union,34.6895,-81.6191,27306,SC
Marlboro,34.602,-79.6786,26912,SC
Edgefield,33.7722,-81.9664,25938,SC
Abbeville,34.2226,-82.4593,24374,SC
Fairfield,34.3951,-81.1212,21186,SC
Barnwell,33.2661,-81.4349,20801,SC
Hampton,32.7763,-81.1407,19227,SC
Saluda,34.0061,-81.7268,19008,SC
Lee,34.1633,-80.2545,16730,SC
Calhoun,33.6749,-80.7803,14198,SC
Bamberg,33.2148,-81.0542,13525,SC
McCormick,33.8995,-82.31,9584,SC
Allendale,32.9881,-81.3582,8304,SC
Minnehaha,43.6742,-96.7915,194884,SD
Pennington,44.0037,-102.8238,108707,SD
Lincoln,43.2789,-96.7218,63233,SD
Brown,45.5898,-98.3516,38471,SD
Brookings,44.3697,-96.7905,34315,SD
Meade,44.5668,-102.7169,29561,SD
Codington,44.9779,-97.1886,28289,SD
Lawrence,44.3586,-103.7923,25687,SD
Yankton,43.009,-97.3948,23213,SD
Davison,43.6747,-98.146,19944,SD
Beadle,44.4145,-98.2781,18959,SD
Hughes,44.389,-99.996,17829,SD
Union,42.8325,-96.656,16424,SD
Clay,42.9146,-96.9756,14816,SD
Oglala Lakota,43.3355,-102.5517,13835,SD
Lake,44.0221,-97.1294,11358,SD
Roberts,45.6296,-96.9461,10254,SD
Butte,44.9058,-103.5079,10167,SD
Todd,43.1934,-100.7184,9434,SD
Charles Mix,43.2079,-98.5879,9346,SD
Turner,43.3109,-97.1487,8621,SD
Custer,43.6776,-103.4515,8360,SD
Grant,45.1719,-96.7677,7550,SD
Hutchinson,43.3349,-97.7544,7412,SD
Bon Homme,42.9885,-97.8846,7020,SD
Fall River,43.2394,-103.5275,6979,SD
Spink,44.938,-98.3462,6408,SD
Moody,44.022,-96.6709,6335,SD
Hamlin,44.6738,-97.1883,6127,SD
McCook,43.6743,-97.3684,5676,SD
Tripp,43.3459,-99.884,5615,SD
Day,45.3671,-97.6074,5487,SD
Walworth,45.4299,-100.0315,5355,SD
Dewey,45.1566,-100.8718,5343,SD
Brule,43.7181,-99.0809,5247,SD
Kingsbury,44.3696,-97.4915,5131,SD
Marshall,45.7586,-97.5986,4373,SD
Deuel,44.76,-96.668,4283,SD
Edmunds,45.4188,-99.2153,4005,SD
Gregory,43.1924,-99.1856,4004,SD
Corson,45.7086,-101.1969,3965,SD
Clark,44.8582,-97.7295,3791,SD
Lyman,43.8958,-99.8474,3746,SD
Hanson,43.6748,-97.7873,3429,SD
Bennett,43.195,-101.664,3411,SD
Hand,44.5478,-99.0049,3061,SD
Perkins,45.4904,-102.4757,2977,SD
Stanley,44.4123,-100.7359,2963,SD
Jackson,43.6942,-101.6282,2868,SD
Douglas,43.3869,-98.3661,2838,SD
Aurora,43.718,-98.5616,2649,SD
Potter,45.0645,-99.9572,2613,SD
Ziebach,44.9804,-101.6658,2479,SD
Sanborn,44.0234,-98.0913,2371,SD
Miner,44.0219,-97.6102,2293,SD
McPherson,45.7664,-99.2214,2245,SD
Faulk,45.071,-99.1453,2157,SD
Buffalo,44.0763,-99.2048,1974,SD
Mellette,43.5813,-100.76,1916,SD
Haakon,44.2944,-101.5399,1868,SD
Jerauld,44.0663,-98.6297,1811,SD
Campbell,45.7712,-100.0516,1548,SD
Hyde,44.5473,-99.4871,1381,SD
Sully,44.7156,-100.1322,1279,SD
Harding,45.5803,-103.4958,1179,SD
Jones,43.9606,-100.6897,916,SD
Shelby,35.1842,-89.894,929178,TN
Davidson,36.1695,-86.7847,708490,TN
Knox,35.9932,-83.9371,475286,TN
Hamilton,35.1808,-85.1648,363790,TN
Rutherford,35.8427,-86.4168,335595,TN
Williamson,35.8938,-86.8987,242386,TN
Montgomery,36.4969,-87.3828,216172,TN
Sumner,36.4694,-86.4604,193036,TN
Sullivan,36.5129,-82.3042,157843,TN
Wilson,36.1549,-86.2977,144748,TN
Blount,35.6872,-83.9255,134042,TN
Washington,36.2933,-82.4974,132067,TN
Bradley,35.1541,-84.8596,107845,TN
Maury,35.6169,-87.077,99011,TN
Madison,35.6081,-88.8385,98373,TN
Sevier,35.7847,-83.5242,98088,TN
Putnam,36.1408,-85.4952,78955,TN
Anderson,36.1185,-84.1985,76683,TN
Robertson,36.5255,-86.8706,72309,TN
Greene,36.1753,-82.8458,69926,TN
Hamblen,36.2171,-83.2667,64184,TN
Tipton,35.4973,-89.7566,60868,TN
Cumberland,35.9504,-84.9984,60568,TN
Coffee,35.4906,-86.0748,57227,TN
Hawkins,36.4412,-82.9447,56803,TN
Carter,36.2928,-82.1275,56314,TN
Jefferson,36.051,-83.4463,54358,TN
Loudon,35.7348,-84.3119,54349,TN
Dickson,36.149,-87.3567,54000,TN
Roane,35.8479,-84.5232,53313,TN
McMinn,35.4248,-84.6175,53065,TN
Gibson,35.9966,-88.9326,50278,TN
Bedford,35.5138,-86.4589,49754,TN
Monroe,35.4427,-84.2527,46041,TN
Lawrence,35.2174,-87.3956,43967,TN
Franklin,35.155,-86.0922,42528,TN
Fayette,35.1971,-89.4144,41584,TN
Cheatham,36.2611,-87.0868,40878,TN
Warren,35.6787,-85.7785,40801,TN
Campbell,36.4035,-84.1494,39388,TN
Dyer,36.0592,-89.4137,36975,TN
Cocke,35.9254,-83.1212,35896,TN
Lincoln,35.1405,-86.589,35042,TN
Marshall,35.4689,-86.765,33909,TN
Weakley,36.2983,-88.7178,32948,TN
Rhea,35.6087,-84.9244,32723,TN
Henry,36.3318,-88.3013,32298,TN
Claiborne,36.4859,-83.6604,31958,TN
Obion,36.3582,-89.1488,30722,TN
Giles,35.2021,-87.0348,30197,TN
Marion,35.1293,-85.622,28679,TN
Carroll,35.9732,-88.4503,28370,TN
Henderson,35.6542,-88.388,27800,TN
White,35.9264,-85.4552,27134,TN
Hardin,35.1987,-88.1845,26722,TN
McNairy,35.1755,-88.5636,25916,TN
Hardeman,35.2068,-88.9931,25612,TN
Lauderdale,35.7605,-89.6305,25406,TN
Macon,36.532,-86.0073,24954,TN
Hickman,35.8032,-87.4733,24848,TN
Grainger,36.2763,-83.5096,23377,TN
Overton,36.345,-85.2881,22364,TN
Scott,36.4285,-84.5035,21855,TN
Morgan,36.135,-84.6492,21158,TN
DeKalb,35.9799,-85.8328,19875,TN
Smith,36.2505,-85.9567,19820,TN
Union,36.2879,-83.8375,19597,TN
Humphreys,36.0408,-87.7756,18956,TN
Fentress,36.3805,-84.9324,18385,TN
Johnson,36.4549,-81.8518,17912,TN
Haywood,35.5832,-89.2838,17912,TN
Unicoi,36.1107,-82.4323,17891,TN
Polk,35.1199,-84.5233,17502,TN
Chester,35.4218,-88.6134,17278,TN
Wayne,35.2399,-87.7881,16350,TN
Benton,36.0698,-88.0683,15872,TN
Sequatchie,35.3712,-85.4106,15727,TN
Bledsoe,35.5964,-85.2051,14863,TN
Cannon,35.8087,-86.0617,14309,TN
Crockett,35.8135,-89.1395,14012,TN
Stewart,36.5012,-87.8384,13569,TN
Grundy,35.3884,-85.7226,13471,TN
Meigs,35.5129,-84.8133,12622,TN
Lewis,35.5273,-87.4931,12485,TN
Jackson,36.3592,-85.6732,11626,TN
Trousdale,36.3921,-86.1568,11463,TN
Decatur,35.603,-88.1088,11460,TN
Perry,35.6426,-87.859,8313,TN
Houston,36.286,-87.7171,8238,TN
Clay,36.5511,-85.5439,7568,TN
Lake,36.3352,-89.4935,7187,TN
Hancock,36.5236,-83.2219,6695,TN
Moore,35.2846,-86.3587,6481,TN
Van Buren,35.696,-85.4526,6083,TN
Pickett,36.5584,-85.0749,5021,TN
Harris,29.8577,-95.3936,4697957,TX
Dallas,32.7666,-96.7778,2604722,TX
Tarrant,32.7719,-97.2911,2091953,TX
Bexar,29.4489,-98.52,1990522,TX
Travis,30.3344,-97.782,1267795,TX
Collin,33.188,-96.5724,1039812,TX
Denton,33.2055,-97.1168,885012,TX
Hidalgo,26.3969,-98.1812,865677,TX
El Paso,31.7686,-106.2348,860485,TX
Fort Bend,29.5275,-95.7709,806497,TX
Montgomery,30.3002,-95.503,607999,TX
Williamson,30.6475,-97.6004,591759,TX
Cameron,26.1333,-97.5182,420554,TX
Brazoria,29.1897,-95.4521,368575,TX
Bell,31.0373,-97.4788,364703,TX
Nueces,27.7254,-97.6134,353594,TX
Galveston,29.3945,-94.9635,347084,TX
Lubbock,33.6102,-101.8205,308580,TX
Webb,27.7611,-99.3315,266963,TX
McLennan,31.5524,-97.2018,258031,TX
Jefferson,29.8841,-94.1629,256755,TX
Hays,30.0579,-98.0312,234573,TX
Smith,32.375,-95.2692,231429,TX
Brazos,30.6608,-96.3024,231095,TX
Ellis,32.3484,-96.7947,187984,TX
